source_e164,target_e164,our_context,platform_context,window,date,manual_label
+17209955819,+19705087992,callback,mentioned,"User Says its csfff, but when you call the number back it goes to a voice mail box with the number  970-508-7992. Obviously a scam",2025-01-15,
+17249254751,+17249250952,callback,mentioned,"Thinking that someone who needed work missed their call I tried to call back, but the number they give for rescheduling (724-925-0952) ""is not in service"". If you try to call the number that shows up ",2015-10-22,
+17253024767,+16368413974,callback,mentioned," was supposedly sent 90 days ago. Caller ID came up as “ICC MO” from “Wentzville, MO” with the initial call coming from (636)841-3974 while the vm says to call 725-302-4767. Called back and asked a fe",2025-04-07,
+17274569730,+19098309544,callback,mentioned,"Belen | 1 reply Caller identified himself as ""Charles"" from Bio-dynamic lab. He called 3 days in a row from (909)830-9544 and left exactly the same message requesting a call back at (727)456-9930.",2023-06-09,
+17274698811,+17274648683,callback,mentioned,or of Elections for Pinellas County.  They called to confirm my address to send my mail ballot.  Their return call # is 727-464-8683.,2017-09-26,
+17324444661,+17324448967,callback,mentioned,you at this moment.  Get back to us immediately before we take any legal action against you.  The number to reach us is 732-444-8967l,2017-09-28,
+17325423012,+14048151998,callback,mentioned,"Okay, this may work.  the Company is Premier Global Services, as we all know.  but instead of talking to a machine call 404-815-1998, that is their real number.  Hit ""3"" for customer service.  You may",2009-02-10,
+17325423012,+18887269440,callback,mentioned,a prior posts: “This is a health care company  -  you can call them at 1-888-726-9440 to be speak to them in person.  They sent a flyer to my fax machine. Call 866-406-5238 and enter 112 074 053 to be,2008-11-12,
+17325423012,+18664065238,callback,mentioned,mpany  -  you can call them at 1-888-726-9440 to be speak to them in person.  They sent a flyer to my fax machine. Call 866-406-5238 and enter 112 074 053 to be removed.” “xpedite is owned by premiere,2008-11-12,
+17348684503,+18338673776,callback,mentioned, the end of a message:....press 1 to speak to someone immediately; press 2 to be added to our do not call list; or call 833 867 3776......I pressed 1 (to speak to someone) and heard a lot of clicks th,2024-10-21,
+17576598801,+13049317156,callback,mentioned,"ng with the person's name inserted into the recording by a robot. First dozen plus calls would direct recipient to call (304) 931-7156 (W VA), been quiet for a while, now calls have started up again w",2021-08-19,
+17602374202,+18885592128,callback,mentioned,jerry Recorded message saying my account with Comcast Infinity can save me 50% on my exciting account. To call at 888-559-2128. I don't have an account with them. Can't find the number to call back on,2022-11-25,
+17606144440,+18335883771,callback,mentioned,For your reference this is Anthony Parker with loan underwriting on your personal loan matter for 60K.  Can reach me at 833-588-3771.  Basic low life Scammers.,2025-11-26,
+17622461578,+18884998214,callback,mentioned,"f you could significantly reduce or even clear what's owed. Do not send any payments until we speak. Again my number is 888-499-8214. If you prefer to stop further contact, simply call the number that",2025-06-24,
+17632743899,+18882907734,callback,mentioned,d a medication through optum rx which works with United Healthcare. They called & left a message to call them back at 8 888-290-7734 with a reference #. I did & it was a stupid automated thing which h,2014-10-29,
+17632743899,+18667939371,callback,mentioned, Mijares. She said she is with Optum's Coordination of Benefits Department. They gave me the following numbers to call. 866-793-9371 ext 66263 to call and get more information. They also said to call ,2018-03-05,
+17632743899,+18774400085,callback,mentioned,DS this is united health care  courtesy call You can please return my call t 877-440-0085. thank you have a good afternoon...,2025-01-15,
+17632743899,+18554274682,callback,mentioned,t for me.  A toll-free number was provided in the message for my return call to the pharmacy.  That toll-free number is 1-855-427-4682.,2017-12-01,
+17637801042,+17637832383,callback,mentioned,t the call relates to or any info to reference when calling back. sometimes he calls from 763-780-1042 and says to call 763-783-2383 other times the numbers are flipped but he never gives the number h,2010-05-06,
+17672759067,+13213320208,callback,mentioned,speak to someone else . Another man came on I asked if he had a number so I could call him back . He gave me LT GLOBAL  321 332 0208.  They called back at 5:06 pm and asked for the owner of the pc. I ,2014-11-08,
+17742988427,+19802929337,callback,mentioned,Will Call came in on 980-292-9337 and message left from this number requesting call back to 833-540-1145 for a SBA EIDL hardship loan scam.,2024-06-10,
+17748283686,+18334872528,callback,mentioned,hey were able to get me approved for a debt consolidation loan for 65k with pmts of $650 p/mth and to call them back at 833-487-2528. Five minutes later I get a call from 670-688-3570 with the exact s,2025-07-24,
+17748283686,+18449220534,callback,mentioned,"rrow for me to sign some document, and if i am not there, it will be considered as a refusal to sign. I am told to call 844-922-0534 (which also shows up as a problem) and refer to a specific file num",2021-05-20,
+17748283686,+18334872524,callback,mentioned,"7-2528. Five minutes later I get a call from 670-688-3570 with the exact same voicemail (loan) and to call them back at 833-487-2524. All calls are from ""Hanna"" at the loan approval dept. HOW ANNOYING",2025-07-24,
+17748283686,+16706883570,callback,mentioned,dation loan for 65k with pmts of $650 p/mth and to call them back at 833-487-2528. Five minutes later I get a call from 670-688-3570 with the exact same voicemail (loan) and to call them back at 833-4,2025-07-24,
+17786121000,+18002200104,callback,mentioned,arbage ! -1 JS 24 Sep 2020 didn't pick up and 1 minutes later using diff number (1-800-220-0104) call again Called back 1-800-220-0104 can't be reached; 778-612-1000 hanging up ! -1 BP 3 Jan 2021 Didn,2019-09-13,
+17819352501,+19786240075,callback,mentioned,"Kim ""Kevin"" called from a cell number (978.624.0075) and left me a vm saying he worked for a local golf course and wanted a call back at his 'office' on 781.935.2501",2022-08-23,
+17819352501,+18574445454,callback,mentioned,"Admin Called ID reads.....Boston Ma, phone number 857-444-5454, however, Jett gave me 781-935-2501 for a number to call back.  Yup, some golf course and looking for sponsorship.  No ",2021-04-02,
+17853503800,+17853503805,callback,mentioned,"captain got a call from this number and from 785-350-3805 a few minutes apart. 3805 number turned out to be a fax line when I called back. My son answered the call from 3800, ca",2012-06-30,
+18002109011,+19172272508,callback,mentioned,need to call back with a copy of our bill with account number. Sorry... this is a scam.  the number she called from was 1-917-227-2508 but told to call her back at 1-800-210-9011 ext...... Went to BBB,2018-02-14,
+18002109011,+14402263633,callback,mentioned,Todd Got a call from a Jackie called from 440-226-3633 sort hard to understand where calling from but left #1-800-210-9011 to call back,2024-12-16,
+18002109011,+18474624938,callback,mentioned,Joan Called from 847-462-4938 and left a message about a rebate check and asked us to call back 800-210-9011 x1549 with our Com Ed bill. I am not cal,2018-05-15,
+18002752273,+15187305561,callback,mentioned,", press two to listen to this message again, or if you wish to contact us later. Please call us on our toll-free number 518-730-5561. Thank you.""",2019-10-22,
+18002752273,+18445658291,callback,mentioned,"en compromised.   When I called back, it gave me a menu to choose from?  The CB # was also different than the one above 844-565-8291 and when I called I got a "" tech "" ( maybe ) that sounded like a fo",2019-08-16,
+18002752273,+18445146166,callback,mentioned,Spamee Called and left message to call them back at 844-514-6166 so that my Apple device can be fixed. Too bad I don't own an Apple device. Obviously spoofing the Apple number then tel,2018-08-09,
+18002752273,+18552613238,callback,mentioned,Tom They said they were Apple and I was hacked but the real Apple said they don't call like that.  Told me to call 855-261-3238 which is probably a phishing scam.,2018-09-02,
+18002752273,+18447717064,callback,mentioned,"hat ""suspicious hacking activity has been detected on my Apple Network"" and not to use my ""device"" until I call them at 844-771-7064. Scam!",2019-09-27,
+18002752273,+18554841180,callback,mentioned,MAC While this is a legit apple support number this is a Scam!  Do not call the number 855-484-1180. https://macfinesse.com/the-latest-scam-is-from-applecare-tech-support/ .  If you really have questi,2018-10-19,
+18002752273,+18447934999,callback,mentioned,re is a problem with my Apple device and to call them for assistance in fixing the problem.  The recording said to call 844-793-4999,2019-01-26,
+18002752273,+15187301561,callback,mentioned,"ess two to listen to this message again or if you wish to contact us later please call us on our toll free number Point 518-730-1561. Thank you."" I don't own an Apple product.",2019-12-18,
+18002752273,+16264072142,callback,mentioned,y asked is there someone there that can.  I said maybe IT could help.  They gave this number for them to call them back (626) 407-2142.  I checked it is a scam.,2019-02-27,
+18002799032,+18008748822,callback,mentioned,Brad received a call from Toyota Financial at the number 800-874-8822. A message was left for a guy named Muhammed leaving 800-279-9032 as the call back number to contact them back. They ke,2017-01-26,
+18002799032,+17472221274,callback,mentioned,"Tiffany | 1 reply Phone number came from (747)222-1274 but they left this 800# as return call stating they were Toyota and to call back, did not state what call was for. I ch",2021-07-16,
+18003047265,+18003047326,callback,mentioned,sting an urgent call back in regards to Kay Jewlers account.  call came from 208 719-3265 but asked to call her back at 800 304-73265 ext 1513483.,2023-12-01,
+18003047265,+12087193265,callback,mentioned,"call from Tammy at "" Community Bank""  requesting an urgent call back in regards to Kay Jewlers account.  call came from 208 719-3265 but asked to call her back at 800 304-73265 ext 1513483.",2023-12-01,
+18003473072,+13023235500,callback,mentioned,Anonym I received a call from 302.323.5500. I didn't answer and they left a voice message saying someone opened a correspondence with disover and to call back on ,2011-06-17,
+18003474996,+16236433329,callback,mentioned,Kristin I received a call from 623-643-3329. The message left stated that Discover was calling regarding possible fraud activity on my card. They asked me to call ,2009-02-06,
+18004272449,+18004212110,callback,mentioned,lled BOA and they have no record of the letter or the account number. I called the legitimate BOA phone number which is 1 800 421 2110 Don’t call the number on a letter or e-mail. Don’t answer a suspi,2022-02-09,
+18004272449,+18002472449,callback,mentioned,"ut they said they had too many numbersin their system to be sure. My advice is to NOT give out any info to callers from 800-247-2449.  Call the number on the back of the credit card and press ""0"" to g",2012-08-18,
+18004272449,+18552550613,callback,mentioned,America Fraud Dept. Just call the number on the bank of your credit card. I also verified with Bank of America that the 1 855 255 0613 number that was left on my v/m this morning was in fact for their,2016-03-07,
+18004517269,+18002475626,callback,mentioned," from PenFed, with whom I have no accounts, contacting me about an ""urgent matter"". The number that called me showed as 800-247-5626, which is PenFed's number from their website (though the caller ID ",2022-12-20,
+18004884575,+18884884575,callback,mentioned,"me call came from 3472235270,, among other numbers,, automated caller to call them back at 8884884575,, i dont have an account with them,, i just delete them. is it even a real bank?",2010-06-09,
+18004884575,+13472235270,callback,mentioned,"me call came from 3472235270,, among other numbers,, automated caller to call them back at 8884884575,, i dont have an account with them,, i just de",2010-06-09,
+18005047355,+18333255516,callback,mentioned,ceived a call. The first time they told me to call 833-225-5516. This time they said to call 800-504-7355. I called the 833-325-5516 number and was immediately asked for my card number. I was suspicio,2025-10-09,
+18005047355,+18332255516,callback,mentioned,"told someone tried to use my card. This was the second time, I had received a call. The first time they told me to call 833-225-5516. This time they said to call 800-504-7355. I called the 833-325-551",2025-10-09,
+18005077563,+16056401685,callback,mentioned,Darryl Call from 605-640-1685 claiming to be part of debt forgiveness program; provided 1-800-507-7563 as a callback # for more information.,2024-06-13,
+18005373302,+12800537330,callback,mentioned,Meg message left:  Please return our call today. 28005373302.  Again that number is (800) 537 3302 did not call back,2021-11-12,
+18005664917,+18009218101,callback,mentioned,alls like this. Do not give any info out and do not sign anything sent to you per Frontier. You can call the Frontier @ 1 (800) 921-8101 to make sure. I called back the 1-800 number that called me and,2021-04-07,
+18005921160,+16234926031,callback,mentioned,Ed Not AMEX.  Scam. Report them. They also use 623-492-8037 and 623-492-6031 Besides area codes 623 is in Arizona..American Express call center is in New York. Do not call back.,2012-02-16,
+18006066841,+18006702207,callback,mentioned,"  He immediately called back and left me a voicemail message -- stating it is in my ""best interest"" to call him back at 800-670-2207).  Also stated that ""I would be surprised what they could do for me",2009-01-28,
+18006698488,+12132460687,callback,mentioned,"that have to do with anything. I told him one more time to not call again and hung up. A minute later I got a call from 1-213-246-0687. This guy took my number, called again and said ""he just wanted t",2017-07-11,
+18008420588,+13125756999,callback,mentioned,paula I received a message on phone from 312-575-6999 and talked to a woman named Mrs. Henderson and wanted my husband to call back to 1-800-842-0588 to verify we were still,2016-06-29,
+18008420588,+18007721213,callback,mentioned,pect it and the purpose would be to verify that the number is definitely correct.  The social security office number is 800-772-1213.  I would call that number and ask if there are outstanding questio,2023-02-06,
+18008600644,+18007721413,callback,mentioned,"Everett, Washington | 1 reply Call - Unavaliable Calling Number - 1-800-772-1413 Calling Info - 8:15pm August 1st, 2007 Message says ""This is an attempt to collect a dept. Please call us at 1-800-860-",2007-08-02,
+18008722625,+18008722657,callback,mentioned,"ne Calls or Voice Messages If you receive a suspicious phone call or voice message, immediately call us at 800-US BANKS (800-872-2657). Note the phone number posted on the website. Even though your ca",2018-01-19,
+18009188520,+18664235049,callback,mentioned," debt but although I have a few BofA credit cards, all are 0 balances so these are scam calls. Hang UP! Call came in on 866-423-5049 line and I bounced to voice mail which told me to call 800-918-8520",2024-01-09,
+18009188520,+18662471112,callback,mentioned,"Robbert Larson Received a voice mail from (866) 247-1112 ""Hello this message is for [My Name] my name is Lydia Allen with Bank of America please return my call at 800-918-8520 ",2025-11-21,
+18009188520,+18887297213,callback,mentioned,JustV Called from 888-729-7213left voicemail from a Lynn Kromo claiming to be from Bank of America and left call back number of 800-918-852. Glad I go,2025-07-28,
+18009505114,+18009505144,callback,mentioned,"r Got a call form 800 950 5144, CID says ""Citi Cards"". No message. I don't have a Citibank credit card. Smells like Scam. Won't bother to call back.",2019-11-28,
+18009505114,+18557016943,callback,mentioned,"led me and left the number 1-800-950-5114 on a message for me to call back. BUT, they called from the following number: 1-855-701-6943. The phone number is the National Rifle Association. Since I have",2012-06-09,
+18009505114,+18009452000,callback,mentioned,ey did not leave a message.  Suspected it was a scam.  Thirty-two minutes later a call came in from Chase Card Services 800-945-2000 - - no message left.  We don't have a Chase card.  Also a scam.  Ot,2019-11-12,
+18009723030,+15133584349,callback,mentioned,LARRY Heather with 5th 3rd bank. Re: payment also provided # 513-358-4349. Noise in background. Re: meteron,2017-03-16,
+18009735095,+13852617176,callback,mentioned,"Don B | 1 reply Received call on home phone from 385-261-7176.  They said their name named either Bee Bee or Dee Dee, wanting me to call them back at 800-973-5095, to talk about wor",2020-07-07,
+18009735095,+16177592308,callback,mentioned,Namcy Repeated calls from (617) 759-2308 person says my name clearly and asks me to call them back about “personal business” at (800) 973 5095. They never say w,2022-11-15,
+18009735095,+19168904422,callback,mentioned,"CarChick Got a voicemail from a CA number 916.890.4422 from a girl supposedly named Tiffany that had called me regarding a ""personal business matter"". She told me to call her",2023-01-12,
+18009979540,+18002549489,callback,mentioned, 1 reply I received a call with a voicemail from a Kimberly Gordon from 1-800-997-9540 and asked me to call her back at 1-800-254-9489.  Someone answered yesterday and sent me to her voicemail.  I cal,2026-01-13,
+18013655601,+18602250552,callback,mentioned," Columbia dental in new Britain. Eugene your over due for an appointment in our office for questions, please call us at 860-225-0552.",2016-11-19,
+18014710447,+17089455556,callback,mentioned,"stop. This is a terrible way to get business. The guy at the door, George, 385-487-3332. The boss lady, Munira Moosajee 708-945-5556. Another number all day today 11/20/2024: 312-682-8427 left a messa",2024-11-20,
+18014710447,+13126828427,callback,mentioned,"t the door, George, 385-487-3332. The boss lady, Munira Moosajee 708-945-5556. Another number all day today 11/20/2024: 312-682-8427 left a message to call them back at 801-471-0447.",2024-11-20,
+18017816173,+18772069141,callback,mentioned,"ng in your device and did not answer your phone so we sent the paramedics. If you have any questions, please call us at (877) 206-9141 Thank you."" I do not have such device nor a contract with this al",2020-04-14,
+18032008449,+18652654199,callback,mentioned,"25, 2025. We'd love for you to stay with Norton LifeLock! Need help? Call us at +1 (864) 652-5582 / +1 (803) 200-8449 / +1 (865) 265-4199. (Auto-generated message) Copyright (C) 2025 Norton LifeLock, ",2025-07-25,
+18032008449,+18646525582,callback,mentioned,", please contact us before Friday, July 25, 2025. We'd love for you to stay with Norton LifeLock! Need help? Call us at +1 (864) 652-5582 / +1 (803) 200-8449 / +1 (865) 265-4199. (Auto-generated messa",2025-07-25,
+18032010279,+18032238258,callback,mentioned,": 36ad2728-a965-4f3c-bb4c-ba70f2eb007e • Validity: 4 Year • Count: 1x • Paid Amount: USD521.66 For queries, reach us at +1 (803) 223-8258 . In Gratitude,, McAfee, LLC. Guests (Guest list has been hidd",2026-02-05,
+18034469045,+18052048678,callback,mentioned,"-856a-a5d5ed315614 To adjust your subscription or cancel auto-renewal, please visit your account settings or call us at +1 (805) 204-8678. Ever Yours,, Customer Support at McAfee support Support numbe",2025-10-29,
+18044248143,+18332027879,callback,mentioned,"nt ask for a name not associated with any of our numbers. Several versions have come in, all wanting a ""return call"" to (833)202-7879. One had a live person saying he was a ""certified process server f",2025-07-03,
+18047733835,+18047733825,callback,mentioned,n call stating he was conducting business for Spectrum. Needless to say I have not use their service in over two years. (804)773-3825. I am going to block this number but I am sure they will call back,2024-04-23,
+18055145199,+16066126110,callback,mentioned,TheAnonymousOne Number given as a callback for a debt reduction/elimination scam. VM came from 606-612-6110.,2025-10-29,
+18056377243,+18002307020,callback,mentioned,"schutzen-jager cell voice mail - total scam told to call 1800-230-7020 informing me that the loan application i never made  for $39,000.00 has been approved !!! --",2023-07-18,
+18056377243,+18009985000,callback,mentioned,"e of purchase, IT WAS. I am receiving VM's from a recorded voice stating my first and last name and that I need to call 800-998-5000. When I call that number it asked to remove my number from the no c",2010-03-18,
+18056377243,+14105005203,callback,mentioned,oderator approval 0 Iris PRAIRIE 22 Feb 2017 Left threatening call about lawsuit from Baltimore Maryland   told to call 4105005203   left no name ! 0 Sam replies to Nina 26 Feb 2017 Received message a,2017-02-17,
+18076961104,+18776871104,callback,mentioned,"McG | 1 reply I  a message from  877-687-1104 that said they were ""Cash for you caller""calling on behalf of DCA inc. please call back at 877-687-8957 and quote file ",2024-05-16,
+18138631961,+18323902131,callback,mentioned,estigator named Robert Johnson and he filed an affidavitt and gave me a number. He then left a number to call him back (1-832-390-2131) Its a cell phone from houston texas. This is not the first time ,2011-05-03,
+18147312132,+16578675062,callback,mentioned,"Will Call came in on 657-867-5062, didn't answer, and message left for an IRS audit scam requesting call back to this number.",2025-07-10,
+18148009197,+18668781552,callback,mentioned," messages from various phone numbers the message left by this one was, ""Steps to verify some details, please call us at 866-878-1552 or press 2 to speak with an underwriter now. To decline future cont",2026-01-11,
+18163729995,+13035355813,callback,mentioned,Quincy sent a txt about coinbase app registered to new device in Thailand. and to call them at different number 303-535-5813 I don't have coinbase app or even know what it is.,2025-08-29,
+18165974001,+18165975013,callback,mentioned,"Kay Wyatt Call from 816-597-5013.  No msg left.  Called back that number, and msg stated to better serve you, this call will be monitored, then immediat",2022-01-04,
+18169363000,+18777724309,callback,mentioned,"Security. If you feel uneasy, you can always ask for their extension, and then call them back at their toll-free number (877-772-4309) and type in the extension number.",2018-07-10,
+18182307583,+18633380170,callback,mentioned,"-a50e-5adf878e4360 To adjust your subscription or cancel auto-renewal, please visit your account settings or call us at +1 (863) 338-0170. Yours in Respect,, Customer Support at McAfee premium Custome",2025-10-29,
+18182960259,+18182961252,callback,mentioned,"m call.  Call went to VM and no message was left.  Looking back, we have also received scam calls from 818 296-1286 and 818 296-1252.  Blocked this number and called back - received a recorded message",2019-12-11,
+18182960259,+18182961286,callback,mentioned,"ed this was a scam call.  Call went to VM and no message was left.  Looking back, we have also received scam calls from 818 296-1286 and 818 296-1252.  Blocked this number and called back - received a",2019-12-11,
+18299460825,+15614933137,callback,mentioned,"Susi called stating there was a package found with contraband drugs with my name on it, telling me to call 5614933137, scam as I called back and it sounded like a scammer having a conversation with so",2021-01-30,
+18303650167,+18885160672,callback,mentioned,uals today are being approved for updated payment plans or full resolutions. Please call me back at 888 516 0672. Again 888 516 0672. I'll be here a little longer to help finalize your review. If you ,2025-11-19,
+18322242958,+18325484960,callback,mentioned,Anonymous Scam about charges filed on my SS#.  This was the call back number that was left.  Actually called from 832-548-4960,2019-05-31,
+18322715563,+18332821319,callback,mentioned,angeles county and that he was gonna serve me tomorrow at my place of residence or employment between 3-5. Said to call 833-282-1319 if I had questions. He called from a private number.,2017-10-31,
+18322715563,+18337125136,callback,mentioned, (lol! What?!?) and if unable to reach me court will proceed without me... Or something along those lines. Phone number 833-712-5136 reference to case # CV41804. I wanna call them back and mess with t,2017-12-13,
+18332178326,+18889526772,callback,mentioned,Johnathan 2.0 | 1 reply Ok so this may actually be legit. If you're uncomfortable with tapping the link call them at 8889526772 or their site Team Health thbillpay dot com. I did owe a small amount. T,2020-03-03,
+18332505188,+15305074941,callback,mentioned,"office claimed to be in new haven ct. While another office claimed to be in tampa, fl. They called me and left message: (530) 507-4941 scam from local number (833) 883-2793 scam - callback number left",2025-01-07,
+18332505188,+19492011715,callback,mentioned," 883-2793 scam - callback number left- same place (833) 883-2930 scam- i suspect that this is the new haven ct ""office"" (949)201-1715 (833)250-5188 (618)431-0255 ""hello im calling you today as a court",2025-01-07,
+18333660127,+18555070298,callback,mentioned,ike it.  I got a phone call from 1-833-366-0127 saying they were a representative for Wellcare and to call them back at 1-855-507-0298.  I called Wellcare customer service and an agent wasn't sure if ,2025-08-08,
+18333725815,+18333725818,callback,mentioned,"Diego Got a message at work, female from Fed Ex Ground asking me to call 833-372-5818 about where to deliver my package.  I didn't call back. Thanks for the tip!",2019-08-16,
+18334710774,+18667663904,callback,mentioned,"ear answers and understand and what options, if any, remain available. Please call me back today at 866-766-3904. Again 866-766-3904, to access the verification line. If you no longer need assistance ",2026-02-13,
+18334860392,+18334860391,callback,mentioned,"ould be made at your place of employment. You can press 1 to be transferred to the filing party or contact them back at 8334860391. The call came to my office phone number. I called the number, it doe",2022-11-21,
+18334860392,+19803579099,callback,mentioned,LaTonya Satcher | 1 reply I called the 980-357-9099 fIrst and they instructed me to call the number that Karen Miller left so I did and as of now I am still on hold I have,2022-08-09,
+18335883794,+12709375918,callback,mentioned,"1-985-1403 Georgia (Jackie):  470-623-2561 Massachusetts (Alan):  857-279-9568 Kentucky (Jackie & Sarah): 270-868-7863, 270-937-5918, and 502-761-0784, West Virginia (Sarah):  304-454-1294 So far, the",2025-11-10,
+18335883794,+12708687863,callback,mentioned,"a (Sarah):  321-985-1403 Georgia (Jackie):  470-623-2561 Massachusetts (Alan):  857-279-9568 Kentucky (Jackie & Sarah): 270-868-7863, 270-937-5918, and 502-761-0784, West Virginia (Sarah):  304-454-12",2025-11-10,
+18335883794,+15027610784,callback,mentioned," (Jackie):  470-623-2561 Massachusetts (Alan):  857-279-9568 Kentucky (Jackie & Sarah): 270-868-7863, 270-937-5918, and 502-761-0784, West Virginia (Sarah):  304-454-1294 So far, there have been 3 cal",2025-11-10,
+18335883796,+17084644680,callback,mentioned,ROBI Call from 708 464 4680 alleging a loan i never applied for has been approved and I need to call back with just a few details.,2025-09-23,
+18335883805,+14582988896,callback,mentioned,Annoyed A voice message was left by 458-298-8896 pushing a loan scam and to call them back at 833-588-3805.  Both numbers are no longer in service when the call is retu,2026-02-17,
+18335883808,+15027610784,callback,mentioned," (Jackie):  470-623-2561 Massachusetts (Alan):  857-279-9568 Kentucky (Jackie & Sarah): 270-868-7863, 270-937-5918, and 502-761-0784, West Virginia (Sarah):  304-454-1294 So far, there have been 3 cal",2025-11-10,
+18335883808,+12709375918,callback,mentioned,"1-985-1403 Georgia (Jackie):  470-623-2561 Massachusetts (Alan):  857-279-9568 Kentucky (Jackie & Sarah): 270-868-7863, 270-937-5918, and 502-761-0784, West Virginia (Sarah):  304-454-1294 So far, the",2025-11-10,
+18335883808,+12708687863,callback,mentioned,"a (Sarah):  321-985-1403 Georgia (Jackie):  470-623-2561 Massachusetts (Alan):  857-279-9568 Kentucky (Jackie & Sarah): 270-868-7863, 270-937-5918, and 502-761-0784, West Virginia (Sarah):  304-454-12",2025-11-10,
+18336240977,+12088231187,callback,mentioned,"Uninterested Called from an 208-823-1187 number, voicemail stated the 833-624-0977 number. Asking about some ""time critical"" information and to please call back",2024-07-23,
+18337277904,+19039808429,callback,mentioned,"32, 856-450-7953, New York:  716-469-9991, 631-529-3512, 929-750-1025, 929-270-1045 Pennsylvania:  878-230-9537 Texas:  903-980-8429 Virginia:  540-277-0757 West Virginia:  681-324-9414 Wyoming: 307-2",2025-11-06,
+18337277904,+15402770757,callback,mentioned,"rk:  716-469-9991, 631-529-3512, 929-750-1025, 929-270-1045 Pennsylvania:  878-230-9537 Texas:  903-980-8429 Virginia:  540-277-0757 West Virginia:  681-324-9414 Wyoming: 307-292-9758 Callback numbers",2025-11-06,
+18337277904,+18782309537,callback,mentioned,"-299-5563, 856-450-8232, 856-450-7953, New York:  716-469-9991, 631-529-3512, 929-750-1025, 929-270-1045 Pennsylvania:  878-230-9537 Texas:  903-980-8429 Virginia:  540-277-0757 West Virginia:  681-32",2025-11-06,
+18337955753,+12192401694,callback,mentioned,Tonya Just received call from this number 219-240-1694 and asked me to call 833-795-5753 and told me good luck . I called them they said it was for a past employee who I migh,2025-07-16,
+18352519916,+18335883798,callback,mentioned,is number leaving messages about my “loan” which I have not applied for. They never say a company. They want me to call 833-588-3798 to accept. I have never answered or responded in any way.,2025-09-25,
+18392388220,+16292870004,callback,mentioned,"e with this number asking you to call back, with ext 23770. Nothing else is said. Incoming call comes from phone number 629-287-0004",2025-09-16,
+18436049941,+18436049948,callback,mentioned," since 11/7 concerning my timeshare, from Blenheim SC telling me to call back to 843-284-6980. The calling numbers were 843-604-9948, 9941, 9938, 9946, as from a telephone bank in a steamroom setting.",2024-11-27,
+18442195539,+18442193701,callback,mentioned,ls from 303-498÷7619. Someone impersonating a Compliance Offocer with the County I live in has left me messages to call 844-219-3701 with threats of being issued a legal order and if I do not call bac,2020-07-22,
+18442627910,+18662310701,callback,mentioned," date was changed to another, but I didn't have an appointment on the date they said was being changed. Told me to call 866-231-0701 if I had any questions.   Did not identify who they were.",2023-12-20,
+18442712583,+18442712535,callback,mentioned, off so it looks real. They are phishing to get your account information and are criminal scammers.  The real number is 844-271-2535 so you can see how they make the scam number very close to try and ,2018-12-29,
+18443143659,+18885416677,callback,mentioned, call this number as they do not recognize it as a legitimate number for them not the number they called from which was 888-541-6677,2024-04-08,
+18443911107,+16452253668,callback,mentioned, information he left on my message. He stated once claim was filed all other options would be forfeited. He called from 645-225-3668. He left a claim number and told me to call 844-584-4933 or 844-391,2025-08-05,
+18443950960,+18887555506,callback,mentioned,red robo call “ this program was designed to help you regain financial stability  …… call 888-755-5506… to opt out …. called the user with phone # 8443950960 robo caller asked user to call back at : 8,2026-01-18,
+18444008777,+18887077226,callback,mentioned,"ms with mail etc. I told her we didn't ship anything, so she focused on mail problems. She then told me to call them at 888-707-7226. She gave an email address of : businesssupport@usps.gov. Said they",2020-12-16,
+18444875755,+19039808429,callback,mentioned,"32, 856-450-7953, New York:  716-469-9991, 631-529-3512, 929-750-1025, 929-270-1045 Pennsylvania:  878-230-9537 Texas:  903-980-8429 Virginia:  540-277-0757 West Virginia:  681-324-9414 Wyoming: 307-2",2025-11-06,
+18444875755,+15402770757,callback,mentioned,"rk:  716-469-9991, 631-529-3512, 929-750-1025, 929-270-1045 Pennsylvania:  878-230-9537 Texas:  903-980-8429 Virginia:  540-277-0757 West Virginia:  681-324-9414 Wyoming: 307-292-9758 Callback numbers",2025-11-06,
+18444875755,+18782309537,callback,mentioned,"-299-5563, 856-450-8232, 856-450-7953, New York:  716-469-9991, 631-529-3512, 929-750-1025, 929-270-1045 Pennsylvania:  878-230-9537 Texas:  903-980-8429 Virginia:  540-277-0757 West Virginia:  681-32",2025-11-06,
+18447230844,+13029273338,callback,mentioned,"which I have, saying call back there's something important to discuss, reply to 844-723-0844.  The call originated from 302-927-3338.  I contacted Humana online and chatted with a rep.  She checked an",2025-07-17,
+18447562391,+13462165515,callback,mentioned,g processors will call back for schedule to serve me court documents. They then disconnected the original phone number (+1 (346) 216-5515)they called from and now the escalation number to the paralega,2025-11-09,
+18449674028,+16892107941,callback,mentioned,"glam Got a call from 689-210-7941 left message saying it was Jackie Chan from DRV LLC to call back at 844-967-4028. Since ATT had the date breach, I have",2025-09-29,
+18449867272,+18782309537,callback,mentioned,"-299-5563, 856-450-8232, 856-450-7953, New York:  716-469-9991, 631-529-3512, 929-750-1025, 929-270-1045 Pennsylvania:  878-230-9537 Texas:  903-980-8429 Virginia:  540-277-0757 West Virginia:  681-32",2025-11-06,
